intercept,slope,sigma_log__,sigma,mu__0,mu__1,mu__2,mu__3,mu__4,mu__5,mu__6
-0.3212293418824452,0.8773385519807414,3.2191263417829155,25.00626370741744,-1.293901803515404,-0.3212293418824452,1.5867641843620932,2.4669998037518703,3.0751245474538664,4.038979461982194,5.479769165255263
-0.3212293418824452,0.8773385519807414,3.2191263417829155,25.00626370741744,-1.293901803515404,-0.3212293418824452,1.5867641843620932,2.4669998037518703,3.0751245474538664,4.038979461982194,5.479769165255263
-0.12804750177037216,0.5152273146415289,2.3282564456981927,10.260036997170845,-0.6992607686460716,-0.12804750177037216,0.9924439877019544,1.5093726390260251,1.8665009995172728,2.4325360588399274,3.2786566449062775
1.108067927327166,0.5525884589400656,0.6110365414035739,1.8423400711649949,0.4954337561583204,1.108067927327166,2.3098106296793532,2.8642237958677104,3.247248928191982,3.8543293997597106,4.7618054932140605
1.5354647209104995,0.2289037285306682,0.551580870499782,1.7359952334047224,1.2816877124749064,1.5354647209104995,2.033273498586713,2.262933092148316,2.421597066199008,2.6730735152847487,3.048985566981572
1.3854740419057325,0.33765090761080974,0.5946346325811099,1.8123686435224797,1.0111331005018283,1.3854740419057325,2.1197809344930305,2.4585468021587267,2.692588576782666,3.0635360131638425,3.6180356984770436
1.2100674754820688,0.042620473336503595,1.4320179380292934,4.187140061647294,1.1628157496544673,1.2100674754820688,1.3027564232410997,1.3455176340203865,1.3750598949477144,1.4218832707040487,1.4918757941070402
1.379839780944487,0.35904015358498526,0.21017642394160574,1.2338957295032484,0.9817853819623148,1.379839780944487,2.1606629730353712,2.520888716293964,2.769756386459206,3.1642023113129563,3.753828009601185
2.233659886540052,0.3136344901998669,0.6489678431168169,1.9135647103698792,1.88594504949457,2.233659886540052,2.9157370340190196,3.230407179448964,3.447802042057358,3.7923647471410895,4.307424005680529
4.479099890150385,-0.23081760799759488,-0.5262943371100188,0.5907901876112452,4.734998745218799,4.479099890150385,3.9771288998087595,3.745549106941878,3.5855585327347543,3.3319794721476184,2.952924394508269
4.626935352984523,-0.35942806495624213,-0.5879232762237565,0.5554796655607024,5.025419814805635,4.626935352984523,3.8452685499712147,3.4846536144157874,3.2355170645772513,2.840644975524124,2.250382238423196
4.603299740196518,-0.3482665921769014,-0.5711589825108295,0.5648703842782887,4.989409894312559,4.603299740196518,3.8459063693243793,3.4964897629464904,3.2550897564958508,2.872479798597742,2.3005467416613645
