bsa_log__,soa_log__,rf_log__,lf_log__,bsa,soa,rf,lf,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5,mu_rt__6,mu_rt__7,mu_rt__8
1.8779847825354963,0.5322397136120428,-4.64862733293806,-1.406492496033024,6.54031142302865,1.702741694810733,0.009574735838752289,0.24500112024163567,1318.6,1249.8,1183.1000000000001,1249.8,1199.5,1150.7,1183.1000000000001,1150.7,1119.3999999999999
1.6835760613654835,0.5067699852488546,-4.719009640059427,-1.3981222458977456,5.384777877408379,1.6599209574633724,0.008924012157641317,0.24706044742006744,1319.3,1254.8,1187.8999999999999,1254.8,1204.9,1153.3,1187.8999999999999,1153.3,1117.3999999999999
1.6411957279773552,0.409086877466112,-4.5131167803918855,-1.6591437050369209,5.161337379459286,1.505442503834525,0.010964233756613298,0.19030186488122186,1341.1,1270.6,1196.7,1270.6,1215.6,1157.8999999999999,1196.7,1157.8999999999999,1117.1
1.7696498839220554,0.5034474661591012,-4.445518129724523,-1.6065171189115932,5.868798241015861,1.6544149903003131,0.011731026262618308,0.2005850126391681,1312.1000000000001,1253.2,1193.8999999999999,1253.2,1208.8000000000002,1164.1,1193.8999999999999,1164.1,1134.0
1.7979779256939088,0.4588420151438209,-4.45331277144337,-1.6589041757464182,6.03742698723461,1.5822407129642724,0.01163994255948266,0.19034745321155042,1330.6,1259.5,1188.6000000000001,1259.5,1206.3,1153.2,1188.6000000000001,1153.2,1117.8999999999999
1.738888044180727,0.3614993134657449,-4.2652585828686025,-2.037098890475937,5.691011749421611,1.4354800364777665,0.014048234030682808,0.13040648612868513,1323.5,1255.1000000000001,1185.6,1255.1000000000001,1203.1000000000001,1150.1999999999998,1185.6,1150.1999999999998,1114.2
1.8083749159401243,0.45971057138447796,-4.495264763916811,-1.6300477532039561,6.1005255056756935,1.583615574995806,0.011161725001834795,0.1959202180853873,1330.1000000000001,1256.3999999999999,1183.1000000000001,1256.3999999999999,1201.4,1146.7,1183.1000000000001,1146.7,1110.4
1.7409192927467716,0.4760376032541371,-4.639462789872647,-1.4868881980827635,5.702583357304249,1.6096835441597923,0.009662887234340056,0.22607506291053872,1332.2,1260.0,1186.5,1260.0,1205.0,1149.1,1186.5,1149.1,1111.1
1.6209985591001097,0.4441290508182819,-4.618336501837962,-1.548410793851648,5.058138645991311,1.5591316798585906,0.009869199809345697,0.21258554777797578,1322.8,1256.1,1185.8,1256.1,1203.8,1148.6000000000001,1185.8,1148.6000000000001,1109.3999999999999
1.9167575273442745,0.5814626262060105,-4.93074764485572,-1.177656294155525,6.798877515758165,1.788652648709634,0.0072211024425795425,0.30799975417083364,1317.3,1250.1,1185.8999999999999,1250.1,1201.6,1155.2,1185.8999999999999,1155.2,1125.8999999999999
1.5450941185608476,0.4052415429653913,-4.59759125421943,-1.6049085990052419,4.688412872929232,1.4996646897690769,0.010076077245656224,0.20090791725454288,1325.0,1259.6000000000001,1189.1000000000001,1259.6000000000001,1207.3,1151.0,1189.1000000000001,1151.0,1110.0
1.7090184502481705,0.4566291430773261,-4.441701994382429,-1.6788059140799974,5.523537189397646,1.5787432877924998,0.011775878974114813,0.1865966555028007,1318.3,1255.5,1190.9,1255.5,1207.3,1157.7,1190.9,1157.7,1123.6
1.8710845851438418,0.40709781889451724,-4.346998550992118,-1.8597692673225596,6.495337326722666,1.502451066576455,0.01294560991527938,0.15570855327494118,1347.0,1264.3999999999999,1184.0,1264.3999999999999,1203.8999999999999,1145.0,1184.0,1145.0,1107.1
1.7023399027688637,0.5134267077989084,-4.656525611428094,-1.437558247465506,5.4867708934083845,1.67100744964483,0.009499409773337596,0.23750698451265953,1309.9,1248.3999999999999,1185.0,1248.3999999999999,1201.1000000000001,1152.4,1185.0,1152.4,1118.8
