bsa_log__,soa_log__,rf_log__,lf_log__,bsa,soa,rf,lf,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5,mu_rt__6,mu_rt__7,mu_rt__8
1.6801179838391336,0.4428774324107044,-4.376319786218106,-1.7723628437351224,5.366189057360772,1.5571814626667029,0.012571539544206955,0.16993099370273645,1309.1,1250.6,1190.0,1250.6,1205.4,1158.5,1190.0,1158.5,1125.8999999999999
1.7671762928308352,0.38082579857689336,-4.341066104181496,-1.8897329075052514,5.854299173745426,1.4634926407020494,0.013022637312092206,0.15111216437176955,1345.9,1269.4,1192.3,1269.4,1211.6,1153.4,1192.3,1153.4,1114.2
1.668133148380413,0.36707444886777574,-4.372950260751387,-1.8856185229920686,5.302260019178681,1.4435053824562183,0.012613971113837986,0.15173517870199657,1323.5,1254.6999999999998,1183.1000000000001,1254.6999999999998,1201.3,1145.8,1183.1000000000001,1145.8,1107.0
1.7829461711798293,0.48174712662045016,-4.536102129499868,-1.5589299258579572,5.9473525513176995,1.6189003567329545,0.010715091298154301,0.21036105272885688,1324.5,1255.4,1186.1,1255.4,1203.5,1151.4,1186.1,1151.4,1116.5
1.5542340174788327,0.3633510427321419,-4.419422348155278,-1.8239057128725564,4.731460920397145,1.438140619452081,0.012041185889390783,0.16139415908387159,1313.7,1252.0,1185.6,1252.0,1202.8000000000002,1149.8999999999999,1185.6,1149.8999999999999,1111.5
1.889169645332807,0.45826113179848543,-4.336890061554778,-1.8035231118803623,6.61387453872394,1.5813218825782702,0.013077134111900346,0.16471754641211658,1320.1000000000001,1250.3999999999999,1183.0,1250.3999999999999,1199.5,1150.5,1183.0,1150.5,1119.1
1.7323183219635703,0.3357521982534496,-4.25886340517011,-2.0795447763786337,5.653745930170189,1.3989923091167176,0.014138362871459162,0.12498709632871505,1332.8999999999999,1261.2,1188.1,1261.2,1206.5,1150.8,1188.1,1150.8,1112.8
1.7457019207450122,0.37905125135500706,-4.288709252115449,-1.980443673993513,5.729922015335911,1.460897906822045,0.013722626322022974,0.13800799316821513,1322.0,1253.9,1184.8000000000002,1253.9,1202.2,1149.7,1184.8000000000002,1149.7,1114.1000000000001
1.7632124199158674,0.33494013564219516,-4.2259571998127,-2.1514545091113355,5.831139407324319,1.3978567009239347,0.014611342039908298,0.116314853661724,1325.8000000000002,1255.0,1183.5,1255.0,1201.4,1147.3,1183.5,1147.3,1110.9
1.6924998769629944,0.3437830029013299,-4.225610943965317,-2.132906888445731,5.43304568842758,1.4102725772444058,0.014616402178528462,0.11849234869742971,1308.3,1246.8,1183.2,1246.8,1199.3,1150.3000000000002,1183.2,1150.3000000000002,1116.4
