bsa_log__,soa_log__,rf_log__,lf_log__,bsa,soa,rf,lf,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5,mu_rt__6,mu_rt__7,mu_rt__8
1.5868528443179652,0.3511234858836004,-4.3850442065762465,-1.873118922100864,4.888340326376144,1.420662746875562,0.01246233720489554,0.1536437109737405,1324.8,1260.1,1191.2,1260.1,1208.9,1154.5,1191.2,1154.5,1115.3
1.6062911082431925,0.4886966900963056,-4.675176802913546,-1.445775470722079,4.9842907090400494,1.630190191797669,0.009323876503459595,0.23556333324085252,1318.8,1257.7,1193.0,1257.7,1209.6,1158.7,1193.0,1158.7,1122.3000000000002
1.5785322998009492,0.5255315349795092,-4.811094490795251,-1.33074244898535,4.847835418206228,1.6913576252329332,0.008138946818661634,0.264280973301453,1308.6,1251.3000000000002,1190.1,1251.3000000000002,1205.8999999999999,1157.4,1190.1,1157.4,1122.5
1.9885648487399126,0.4720463139812631,-4.301933401177984,-1.8188087126374384,7.30504239496263,1.6032716358996086,0.013542350887796411,0.16221888517973024,1323.1999999999998,1250.5,1182.9,1250.5,1199.3,1151.7,1182.9,1151.7,1122.6000000000001
2.030664358282495,0.5090718302895055,-4.333211209510185,-1.7174233161510402,7.619146520810222,1.6637462392010625,0.013125331554737411,0.17952813971050718,1314.5,1246.6999999999998,1184.9,1246.6999999999998,1199.7,1156.8,1184.9,1156.8,1131.2
1.8152767695861216,0.42801210351725705,-4.25532066204268,-1.9508674568135878,6.142776075786141,1.534204650127662,0.014188540289725488,0.14215070848753505,1315.7,1252.3999999999999,1189.7,1252.3999999999999,1205.3,1158.6000000000001,1189.7,1158.6000000000001,1127.6999999999998
1.9038430266311366,0.47204724867596687,-4.335445701323375,-1.7712373998787958,6.711637947478449,1.6032731344698157,0.01309603585152677,0.17012234915530997,1322.8,1254.3,1188.6000000000001,1254.3,1204.7,1157.0,1188.6000000000001,1157.0,1126.8
1.694569071112517,0.533998920317203,-4.952563792181481,-1.2412035982811056,5.444299353774137,1.7057398057926563,0.007065271800470467,0.289036125115744,1325.8000000000002,1258.3999999999999,1188.8000000000002,1258.3999999999999,1206.3999999999999,1152.9,1188.8000000000002,1152.9,1115.8
1.4807444869079205,0.5233288040833171,-5.665442386110204,-1.0610223981050069,4.396217389186277,1.6876361197775815,0.003463615178499735,0.3461017755791759,1324.2,1256.5,1182.5,1256.5,1201.8,1141.8,1182.5,1141.8,1097.2
1.9876486661010184,0.39054618078710657,-4.108199212480986,-2.28926252098157,7.298352706899949,1.4777877127569201,0.01643734806170929,0.10134117128970596,1327.3999999999999,1255.6000000000001,1188.9,1255.6000000000001,1205.0,1158.0,1188.9,1158.0,1129.3
1.8358257422960897,0.35847265835367503,-4.123223682851261,-2.323165494013345,6.270309668220233,1.4311419018174842,0.01619223159625035,0.09796299300631973,1307.3,1245.3000000000002,1184.1999999999998,1245.3000000000002,1199.4,1154.1999999999998,1184.1999999999998,1154.1999999999998,1124.6000000000001
1.9592115316815302,0.4467699312396702,-4.31788084412182,-1.8366693305204291,7.093731676866379,1.563254601862104,0.013328097953640695,0.159347276349076,1336.6,1257.6000000000001,1183.3,1257.6000000000001,1201.4,1148.5,1183.3,1148.5,1115.8
1.6134097153760394,0.4386611413004816,-4.57086448615454,-1.6000587480077673,5.019898505021489,1.5506297539700928,0.010349009274173171,0.20188465732484684,1311.1,1247.1000000000001,1179.4,1247.1000000000001,1196.8000000000002,1143.6,1179.4,1143.6,1105.6999999999998
1.8482469102842576,0.455448865640282,-4.428512826666501,-1.6906548314720808,6.348679955585925,1.576881031916515,0.011932221766193343,0.18439873435421003,1334.5,1259.7,1186.3,1259.7,1204.5,1150.4,1186.3,1150.4,1115.2
1.9548137818811115,0.49696236705074426,-4.455046417316455,-1.6012881393955072,7.062603716459457,1.6437206594999265,0.011619780503084208,0.20163661456787052,1330.4,1255.5,1184.9,1255.5,1202.0,1151.7,1184.9,1151.7,1120.5
1.977820891584922,0.3538489963128258,-4.102747489553138,-2.3871895751287577,7.226977446621223,1.4245400594363065,0.016527204643048375,0.0918875644272348,1334.0,1256.6999999999998,1184.6000000000001,1256.6999999999998,1202.1,1151.1,1184.6000000000001,1151.1,1119.8
1.5863369343992701,0.4376843355240339,-4.601407575340008,-1.5680335590587413,4.885819033551721,1.5491158293947942,0.010037696981539153,0.20845469342894662,1317.5,1253.5,1185.3,1253.5,1202.8000000000002,1148.9,1185.3,1148.9,1110.1000000000001
2.0059054753190466,0.4314707234656525,-4.1891185006902925,-2.063299374843628,7.43282108669086,1.539520067641431,0.015159642199079115,0.1270341444344578,1327.5,1253.7,1185.6,1253.7,1202.0,1154.3000000000002,1185.6,1154.3000000000002,1125.5
1.7601503281047963,0.4367088701787932,-4.452094322512478,-1.6991089594842563,5.813311232779925,1.5476054573650064,0.011654133878993228,0.18284637501685333,1331.1,1259.4,1186.9,1259.4,1205.1000000000001,1150.1999999999998,1186.9,1150.1999999999998,1113.2
1.7762807410057033,0.46396059828647035,-4.469303249219615,-1.6442067579378714,5.907842709490289,1.5903603062843126,0.011455294556019732,0.19316572921808264,1324.8999999999999,1256.3999999999999,1187.6,1256.3999999999999,1204.8000000000002,1153.0,1187.6,1153.0,1118.2
1.982033796711364,0.4634276456780803,-4.274181724510454,-1.8623114411421395,7.2574882413696775,1.5895129454324435,0.013923437266262814,0.1553132177859954,1328.1000000000001,1255.4,1187.8,1255.4,1204.1,1156.4,1187.8,1156.4,1127.1
1.9449890425273146,0.44199213259214903,-4.282888485128322,-1.9065092878018501,6.993555222922794,1.555803500245286,0.01380273545440794,0.1485981958429912,1322.8999999999999,1248.8,1178.7,1248.8,1195.8,1145.7,1178.7,1145.7,1114.5
1.915960622917806,0.5029437271725048,-4.4662870940309425,-1.581959791460598,6.793461618433733,1.6535818068408037,0.01148989766006596,0.20557182526083534,1326.8,1256.0,1188.3999999999999,1256.0,1204.9,1156.1,1188.3999999999999,1156.1,1125.2
1.9626870040306648,0.46405768685554927,-4.338482476205211,-1.7830742343920658,7.118428637103359,1.5905147195865317,0.013056326463553881,0.1681205101530385,1333.0,1256.8999999999999,1185.4,1256.8999999999999,1202.7,1151.8999999999999,1185.4,1151.8999999999999,1120.5
1.7267462497626043,0.3983553009544009,-4.380959321741092,-1.8325129873259827,5.622330455569945,1.4893731115981068,0.01251334853392414,0.1600109566027026,1326.5,1256.1,1184.1,1256.1,1202.3,1147.3,1184.1,1147.3,1109.6999999999998
1.7572594294724813,0.45581889662290676,-4.397222695993175,-1.7382679367318017,5.796529807674577,1.5774646347231385,0.01231148520236458,0.1758246764921884,1310.6,1247.4,1183.4,1247.4,1199.5,1151.0,1183.4,1151.0,1118.3000000000002
2.038332160187097,0.4035075983022337,-4.0691296798994,-2.369986397143039,7.677793185171429,1.4970666073002832,0.01709225777153974,0.09348199789165543,1314.6,1247.2,1185.8,1247.2,1200.5,1158.1,1185.8,1158.1,1132.8
1.7884004581129769,0.4364763731169497,-4.460092456080475,-1.6946126488450357,5.979879744308776,1.5472456854678511,0.011561294326094698,0.1836703601766093,1334.1000000000001,1259.1000000000001,1184.1,1259.1000000000001,1202.9,1146.6000000000001,1184.1,1146.6000000000001,1109.0
1.732258340124013,0.4428870431466344,-4.435027166939305,-1.704039996119728,5.653406818259287,1.5571964283984514,0.011854743846156797,0.18194697215962505,1325.5,1258.5,1190.1999999999998,1258.5,1207.4,1155.3,1190.1999999999998,1155.3,1119.8
1.9868274623029594,0.3637485482379079,-4.067059200697049,-2.431612589155636,7.292361732179746,1.438712401902186,0.017127683597339183,0.0878949797467659,1328.7,1257.0,1190.3,1257.0,1206.3999999999999,1159.4,1190.3,1159.4,1130.7
1.8962017744530064,0.4525253949448471,-4.373111687450111,-1.7493725051237687,6.660548073288859,1.57227779841717,0.01261193504646552,0.17388301992846925,1339.3999999999999,1262.8999999999999,1189.1000000000001,1262.8999999999999,1207.2,1153.7,1189.1000000000001,1153.7,1119.5
1.9528467672506975,0.3806966154954729,-4.110521598355043,-2.3086474650776467,7.0487251257906705,1.4633035944241406,0.016399218489691107,0.09939559670158427,1322.8,1253.1000000000001,1187.4,1253.1000000000001,1203.4,1156.5,1187.4,1156.5,1127.3999999999999
