mean_every,mean_difference,sigma_log__,sigma
-0.09907764597115865,-0.6357296863070441,1.7570362655860632,5.795236375883959
-0.09907764597115865,-0.6357296863070441,1.7570362655860632,5.795236375883959
-0.11650624051656222,-0.6382121273401062,0.6860099895415916,1.9857764364865493
-0.09496145748281376,-0.5745340912599723,0.4924678043283632,1.6363494315298583
-0.15250959381482748,-0.41862865346158984,-0.028066135407241066,0.972324059627126
-0.15595690012012542,-0.3978469682229648,-0.05181339229171848,0.9495060354571371
0.1613794461989546,-0.2041815520312062,-1.0028302073875683,0.3668397380410528
0.0297055495283699,-0.10310339600092441,-1.2917727546835824,0.2747832278054185
-0.02744153638331357,0.05116992843126991,-1.306981577429913,0.27063571771874845
-0.062057318768896336,0.054362230361529304,-1.4122055974128713,0.24360539476042165
-0.03694784324595138,0.06696011881711328,-1.4186531302620933,0.2420397935317201
-0.069701514259527,0.06154420606063599,-1.4115220487753055,0.243771967820022
-0.069701514259527,0.06154420606063599,-1.4115220487753055,0.243771967820022
-0.04005013156465907,0.052092261997511116,-1.3993112544187098,0.24676686501347073
-0.03997519656443396,0.02429085085171589,-1.398650024474452,0.24693008861208668
-0.03363946716938727,0.04750865389010596,-1.258496082974253,0.28408093956009023
-0.05288127475958567,0.07240975508021956,-1.265614769813174,0.28206583726526796
-0.07894882829611012,0.10927234143722085,-1.3410339614882276,0.2615750701614342
-0.07894882829611012,0.10927234143722085,-1.3410339614882276,0.2615750701614342
-0.07250862098137768,0.11778396045962422,-1.311040401757132,0.26953948110473064
-0.0970326192930702,0.11825107331900568,-1.396694306323428,0.24741348680965738
-0.059209698733370085,0.07234880379978921,-1.2990576441197559,0.27278873601858333
-0.04596082922336261,0.07576288830329288,-1.2991558434133388,0.2727619496726306
-0.03833751984497044,0.068974067490324,-1.296234437729004,0.2735599630757594
-0.048423611860982485,0.08106324832156661,-1.3497012759915699,0.25931771350363625
-0.048423611860982485,0.08106324832156661,-1.3497012759915699,0.25931771350363625
-0.04885659830677642,0.07267558005965594,-1.379436054042922,0.25172046978056134
-0.040169787603957,0.06395217827125259,-1.3688751003216648,0.2543929652235482
-0.0565016357474967,0.05145100739664331,-1.3751525855486264,0.25280101907950636
-0.00893904764481004,0.021771893636043073,-1.305794249571402,0.2709572418854318
-0.011581329417278848,0.007398083503504058,-1.3242019832495857,0.2660151589608541
-0.011581329417278848,0.007398083503504058,-1.3242019832495857,0.2660151589608541
-0.021794216007210696,0.0019771113284976745,-1.360045924214222,0.2566489902797016
-0.02030350643579636,-0.009149843630006888,-1.3393066885343872,0.26202727213121135
-0.11280198616533346,0.13003578395769402,-1.4099783583338166,0.24414856687804612
-0.06504798077754706,0.06778940103110427,-1.2791489963511606,0.2782740119172674
-0.05292365171387426,0.06552912795788447,-1.2549124462256283,0.2851008087836275
-0.05782967660337217,0.08969857438447876,-1.3956694854696523,0.2476671712788096
-0.04740978029831178,0.0684450159525874,-1.2612658283878573,0.2832951963373134
-0.07718772228322085,0.045148185434388165,-1.400267356637203,0.24653104341911986
-0.0543330618543765,0.13059351515549006,-1.3178554001026195,0.2677088150652865
-0.07561647634585458,0.12066747311754025,-1.3687362266068623,0.2544282961728617
-0.08921200931297939,0.10936881367980592,-1.4113245646973558,0.24382011365617848
-0.04420232646586539,0.064614784564586,-1.315292080470305,0.2683959185834318
-0.06957765169144,0.08399499293313546,-1.3141386479644774,0.26870567376686444
-0.03481436510870993,0.03934602871715072,-1.3942046378879638,0.2480302317849526
-0.03481436510870993,0.03934602871715072,-1.3942046378879638,0.2480302317849526
-0.04606686163164093,0.0344636455530267,-1.3346406679309273,0.2632527536191746
-0.04371244099658828,0.05964605294586041,-1.3906602781478437,0.2489108999332402
-0.0872283665098522,0.052185696079855716,-1.3388310939069457,0.26215192053278563
-0.006642709765308366,0.06259483595537588,-1.3871046532003075,0.24979750902938988
-0.05035390730007168,0.028215571302747,-1.3447820796515226,0.2605964909507754
-0.05264730270736901,0.10277134568177497,-1.3830175981462258,0.2508205343575319
-0.05264730270736901,0.10277134568177497,-1.3830175981462258,0.2508205343575319
-0.057657757160647145,0.07336109337962617,-1.362303244301475,0.25607030474353654
-0.06033873926066668,0.08068192585748046,-1.3854312862275864,0.25021586186215317
-0.05732519606456591,0.09976205221850613,-1.3607868617560808,0.2564588998389916
-0.05789699255725024,0.09775743057441527,-1.299495649867875,0.272669279147493
-0.06830623284282403,0.05378277305086619,-1.4013261239569823,0.24627016253748288
-0.05494237317212067,0.050274447504295994,-1.4278398237359786,0.23982643045058644
-0.048594632998578295,0.07739279353744405,-1.3318446181192327,0.26398985143224757
-0.048594632998578295,0.07739279353744405,-1.3318446181192327,0.26398985143224757
-0.03345793070716016,0.07525287852177642,-1.3371420270995622,0.2625950868036077
-0.032237078386055565,0.058114615228772454,-1.3493984448944298,0.2593962548631072
-0.05891724104317739,0.05376773525821422,-1.3892689258523474,0.249257463725492
-0.05088007434902522,0.07942739626947122,-1.3338911741778678,0.2634501338718813
-0.05088007434902522,0.07942739626947122,-1.3338911741778678,0.2634501338718813
-0.05740192118319041,0.05856311833036268,-1.3020152390822797,0.27198312934346836
-0.05736780328303304,0.037135874997961824,-1.3431853788724004,0.261012917937088
-0.03656217690520341,0.018186833233573483,-1.4128861884014912,0.24343965553067923
-0.03408652912002328,0.06121002399482234,-1.3088914284888393,0.27011933706870517
-0.03408652912002328,0.06121002399482234,-1.3088914284888393,0.27011933706870517
-0.03263080161939384,0.047076049389890476,-1.34260693551379,0.26116394280143407
-0.03758680250362184,0.06535203209790014,-1.3660068641444534,0.25512367174812817
-0.05844934686297977,0.06929324154244682,-1.4198437401673472,0.24175179004000227
-0.04656184317554679,0.06875085102632028,-1.3171472078461615,0.2678984715237923
-0.044435955258507916,0.04694988970567128,-1.288249948523713,0.27575294290927077
-0.0530223906570001,0.033498717687894385,-1.3105659816306687,0.26966738639746674
-0.03655664041866305,0.04316190713033079,-1.341387471544719,0.2614826170861135
-0.04481155451996402,0.04592015597622897,-1.332892042989044,0.2637134866574154
-0.05793512585903012,0.08477331877145662,-1.391016803833312,0.2488221726217436
-0.05793512585903012,0.08477331877145662,-1.391016803833312,0.2488221726217436
-0.0513229752689519,0.07875762505110748,-1.3790454408407478,0.2518188143254035
-0.03846086124585468,0.02981286698471758,-1.3447549173671998,0.2606035694428897
-0.040339689915863494,0.03253079370801604,-1.377367124701543,0.25224180075883307
-0.05381097127051022,0.06950214472776814,-1.333247088548726,0.2636198729744941
-0.07446846498267415,0.058116722335246035,-1.3337863741247842,0.2634777449066897
-0.06518374830668966,0.08179159305496092,-1.3640126282478904,0.25563295618025494
-0.06518374830668966,0.08179159305496092,-1.3640126282478904,0.25563295618025494
-0.05992552569765353,0.07191307481002002,-1.4030001342689857,0.24585824861612493
-0.024123802125685122,0.018465324350416583,-1.319854916608374,0.26717406167310953
-0.039622634401870506,0.05682396375852762,-1.318955992199567,0.2674143389379167
-0.025864550127221244,0.05577106053887859,-1.391486539759697,0.24870531935521936
-0.03635219530562912,0.055491412426495454,-1.3551556384443657,0.2579071510601974
-0.05941491554932744,0.06882426777895863,-1.4039600288727268,0.24562236384036676
-0.05952654124931661,0.054187109326645326,-1.2921783336186734,0.27467180411358283
-0.04220342572298078,0.052013746573442224,-1.3672557707745838,0.2548052449870146
-0.032877427232990586,0.06723402362462563,-1.3526465685108706,0.2585550706364088
-0.060757613151866556,0.09218859045536656,-1.3622179552901446,0.256092145658041
-0.06038046899002627,0.09510777595891569,-1.3880939253890636,0.24955051349393725
-0.07479793205482718,0.09422375313249914,-1.3146840769660346,0.2685591538612443
-0.03899478301828248,0.05078600776942374,-1.3932025345083539,0.24827890829744623
-0.05447671939050192,0.028991662431710946,-1.368620389345404,0.25445777015698773
-0.05835676299601866,0.09598550331822911,-1.3556630208239369,0.2577763267079762
-0.05829439589700155,0.09271178569418871,-1.3693440723620443,0.25427369000614625
-0.07106330993592128,0.0419361047585918,-1.3789379835836348,0.25184587553841614
-0.06881815584099349,0.05565585281789937,-1.3378259492389057,0.2624155536104207
-0.05451960374369004,0.09941513043891755,-1.342027812161059,0.2613152327431425
-0.05998077626498717,0.08258710877391437,-1.351416757303421,0.258873240164145
-0.0761209602247437,0.08622808568453767,-1.34346933379059,0.2609388125571202
-0.07991187496203499,0.09789147010480426,-1.3428162869360838,0.26110927348130636
-0.08144622047805207,0.08718981950781254,-1.3893366353020444,0.24924058721114647
-0.04859927641752863,0.048223934287175106,-1.3052960793150283,0.27109225835188977
-0.05007254495134643,0.05369505847533443,-1.409970538921288,0.24415047598387282
-0.05030629136393156,0.08357328108415134,-1.3144679630007357,0.2686171995169151
-0.05030629136393156,0.08357328108415134,-1.3144679630007357,0.2686171995169151
-0.06645426469590332,0.06290944914357072,-1.3130589811085038,0.2689959430457056
-0.037146915139539424,0.07837807030656412,-1.4160171225732465,0.24267865393902074
-0.06808648327334903,0.12813833393157292,-1.3486936347048732,0.25957914443031177
-0.10794112029896832,0.08895735850208562,-1.3441318704697953,0.2607659882803059
-0.09710126949781049,0.1011551488016778,-1.3358742489916968,0.2629282102245624
-0.09213367448426561,0.12519391679550104,-1.3886979555489143,0.24939982297277213
-0.07891555225854144,0.1005451801219259,-1.3988539703847076,0.24687973336544303
-0.02727342388934502,0.05484897151034887,-1.2976655766970162,0.2731687407660338
-0.028816255491462623,0.05612691039438239,-1.3569893086805025,0.2574346677153225
-0.031969647464278855,0.03580619251571708,-1.3278213191725339,0.26505410098492854
-0.04367721588022608,0.0877995586841721,-1.386441218495082,0.24996328835195625
-0.049353971308284686,0.053172151299623646,-1.3389374855298108,0.2621240312481424
-0.05370574676499787,0.07793550483511504,-1.3859178937742758,0.25009413455458485
-0.05764327013655404,0.06188076547087384,-1.372537889800981,0.2534628817367557
-0.057756928781162516,0.05781971443877085,-1.3696412345872173,0.25419814069637753
-0.057756928781162516,0.05781971443877085,-1.3696412345872173,0.25419814069637753
-0.056626409342381535,0.075160762686794,-1.3652076030951734,0.2553276636722459
-0.058615112010981886,0.06260220910786929,-1.352534371029696,0.2585840814915211
-0.04158174395242575,0.049272448846311365,-1.3894556983399788,0.24921091363620462
-0.07058369589054839,0.09556172732899187,-1.36380081186948,0.25568710916227716
-0.07082046037622,0.0783186442701937,-1.3742816031795644,0.2530213002265776
-0.07082046037622,0.0783186442701937,-1.3742816031795644,0.2530213002265776
-0.05228590753115237,0.08491774440924557,-1.29771589308294,0.27315499624804124
-0.044984642697288836,0.04397784723800124,-1.3640567328186568,0.2556216818470755
-0.08432041429108988,0.11116083720454137,-1.366496232794622,0.2549988527649984
-0.08146766013936368,0.10489772678602473,-1.3226285982807218,0.2664340326518261
-0.07664792913509638,0.09451990801440727,-1.3889162530372203,0.24934538555982463
-0.07664792913509638,0.09451990801440727,-1.3889162530372203,0.24934538555982463
-0.07908093531101767,0.09431073516345415,-1.4287415140108366,0.23961027875618068
-0.08602373438719765,0.09101168628777079,-1.339171800005378,0.2620626189883986
-0.08814038728395916,0.09291071512981602,-1.2944925538631389,0.27403688801512743
-0.06435772777125191,0.09324989525809067,-1.2816505842528003,0.2775787550014321
-0.06608398324285121,0.10745296546762058,-1.4293489424226322,0.2394647768605724
-0.06553210293358994,0.11600180820979922,-1.4271539690185133,0.2399909729589616
-0.05429910253505794,0.03997608149925649,-1.3741779522255333,0.25304752748495296
-0.05429910253505794,0.03997608149925649,-1.3741779522255333,0.25304752748495296
-0.054476101392763744,0.03895825286669229,-1.3788851803700612,0.25185917416107173
-0.04418066196899598,0.0880117632773709,-1.3727642284454105,0.25340551978354847
-0.08667758162309736,0.10074557137473422,-1.3820092471164198,0.25107357705814115
-0.0805123645067805,0.05909137493462609,-1.3294271932357353,0.2646287990608746
-0.02758228187612562,0.06865656924234739,-1.4320893268736445,0.23880944964386563
-0.030281509369184993,0.06971108269984373,-1.2680561588031791,0.2813780447618599
-0.03487136051642256,0.044253327035938816,-1.3093268182182918,0.2700017554823839
-0.04188839796067869,0.040367855541592515,-1.4052740052847603,0.2452998337928548
