le,le_log__,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5
0.023220526940853282,-3.762718609565349,352.9999999999998,379.9999999999999,402.0999999999999,375.0,402.0999999999999,387.7999999999995
0.03315518187253037,-3.40655625865289,352.4999999999996,386.40000000000055,408.59999999999985,369.8000000000006,408.59999999999985,387.7000000000006
0.04271755999053369,-3.1531452022878557,352.1000000000001,392.90000000000003,415.0999999999998,364.90000000000043,415.0999999999998,387.59999999999997
0.05934651567521678,-2.8243618677338103,351.3000000000002,404.59999999999985,427.00000000000006,357.0000000000002,427.00000000000006,387.50000000000017
0.03127864487131274,-3.4648196867718397,352.5999999999998,385.19999999999976,407.30000000000024,370.69999999999936,407.30000000000024,387.6999999999997
0.04679667558825457,-3.061943113020606,351.89999999999964,395.70000000000016,417.9000000000004,362.89999999999975,417.9000000000004,387.50000000000017
0.015013890443175656,-4.1987794768357265,353.29999999999995,374.9000000000002,396.9999999999998,379.3999999999995,396.9999999999998,387.80000000000035
0.011289575068641719,-4.483875539381703,353.49999999999994,372.5999999999998,394.69999999999936,381.49999999999994,394.69999999999936,387.90000000000015
0.03350937532710548,-3.395930018794153,352.50000000000006,386.5999999999996,408.79999999999984,369.60000000000014,408.79999999999984,387.6999999999997
0.0023812386687355014,-6.040134477636857,353.89999999999986,367.3000000000002,389.29999999999956,386.5999999999996,389.29999999999956,387.9999999999999
0.007386129308124118,-4.908151455512472,353.69999999999993,370.29999999999984,392.29999999999967,383.7999999999999,392.29999999999967,387.9999999999999
0.006824054455101029,-4.987301488885995,353.70000000000033,369.99999999999966,392.0999999999997,384.10000000000014,392.0999999999997,387.9999999999999
0.04765875707230493,-3.043688886705216,351.9000000000001,396.20000000000033,418.4999999999999,362.49999999999983,418.4999999999999,387.50000000000017
0.042552547673483904,-3.1570155509376963,352.1000000000001,392.6999999999996,414.8999999999998,364.8999999999996,414.8999999999998,387.59999999999997
0.015811760128379072,-4.147001303889236,353.29999999999995,375.4,397.5000000000004,379.00000000000045,397.5000000000004,387.80000000000035
2.0923042812122116e-05,-10.77465947943413,354.0000000000001,365.99999999999966,388.00000000000034,388.0000000000008,388.00000000000034,388.0000000000008
0.03920351695292464,-3.238988818023303,352.1999999999998,390.39999999999964,412.7000000000005,366.6999999999998,412.7000000000005,387.6999999999997
0.041097984867026344,-3.191796188681317,352.2000000000003,391.6999999999997,413.8999999999999,365.8000000000001,413.8999999999999,387.59999999999997
0.045346755718535844,-3.093416643711302,351.9999999999999,394.6000000000001,416.8999999999996,363.5999999999999,416.8999999999996,387.59999999999997
0.005203758947310336,-5.2583740400599135,353.79999999999967,369.09999999999957,391.0999999999998,384.9999999999998,391.0999999999998,387.9999999999999
0.02175063666502853,-3.8281122499205247,353.0000000000002,379.00000000000045,401.1,375.7999999999999,401.1,387.80000000000035
0.06867957487825724,-2.6783034328634403,350.89999999999975,411.5999999999995,433.9999999999997,353.60000000000014,433.9999999999997,387.50000000000017
0.054719859385604024,-2.9055285753786726,351.50000000000017,401.3000000000004,423.59999999999997,359.09999999999974,423.59999999999997,387.50000000000017
4.74626922127256e-05,-9.955566582633661,354.0000000000001,365.99999999999966,388.00000000000034,388.0000000000008,388.00000000000034,388.0000000000008
0.01955501264450963,-3.9345236241622565,353.1000000000004,377.69999999999993,399.79999999999995,377.0000000000007,399.79999999999995,387.80000000000035
0.0382254185098309,-3.264254578637518,352.30000000000007,389.7999999999997,411.99999999999994,367.19999999999953,411.99999999999994,387.6999999999997
0.015255995457670599,-4.182782708424585,353.29999999999995,374.99999999999955,397.1,379.30000000000064,397.1,387.80000000000035
0.026527843499814126,-3.6295603994806815,352.80000000000024,382.1000000000003,404.1999999999999,373.19999999999976,404.1999999999999,387.6999999999997
0.059816171908273104,-2.8164792213373167,351.2999999999997,404.90000000000003,427.2999999999998,356.70000000000005,427.2999999999998,387.50000000000017
0.012387020221842827,-4.391106110906133,353.3999999999997,373.3000000000004,395.3000000000002,380.90000000000043,395.3000000000002,387.90000000000015
0.04961530540300437,-3.00345591617777,351.7999999999999,397.6000000000002,419.8999999999997,361.4999999999995,419.8999999999997,387.50000000000017
0.03973409518437947,-3.225545639099308,352.1999999999998,390.7000000000003,412.99999999999983,366.39999999999964,412.99999999999983,387.6999999999997
0.048562714874912496,-3.024899226155437,351.80000000000035,396.90000000000003,419.1999999999996,362.0000000000001,419.1999999999996,387.50000000000017
0.01491175727027759,-4.205605298647401,353.29999999999995,374.8,396.90000000000003,379.50000000000017,396.90000000000003,387.80000000000035
0.05976490903605636,-2.817336595680351,351.2999999999997,404.90000000000003,427.2999999999998,356.70000000000005,427.2999999999998,387.50000000000017
0.008785516486086421,-4.7346507672571985,353.60000000000014,371.2,393.2000000000002,382.90000000000026,393.2000000000002,387.90000000000015
