le_log__,le,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5
-3.146859773309624,0.04298690376381853,356.3999999999998,392.90000000000003,415.20000000000044,364.70000000000005,415.2,387.59999999999997
-2.9314861003797095,0.053317743720864647,346.9000000000002,400.3000000000001,422.5999999999996,361.9000000000003,422.60000000000053,387.4999999999993
-2.9314861003797095,0.053317743720864647,350.40000000000003,400.3000000000001,422.60000000000053,359.7999999999999,422.6000000000001,387.50000000000017
-2.5299268477681705,0.07966484773416012,344.9,420.19999999999993,442.80000000000007,349.09999999999997,442.80000000000007,387.3999999999995
-3.011684949435446,0.04920869470576361,353.50000000000034,397.3000000000004,419.59999999999997,361.69999999999993,419.5999999999995,387.4999999999993
-3.011684949435446,0.04920869470576361,355.80000000000035,397.3000000000004,419.6000000000004,361.69999999999993,419.59999999999997,387.50000000000017
-3.011684949435446,0.04920869470576361,352.7,397.3,419.5999999999995,361.69999999999993,419.59999999999997,387.50000000000017
-3.0185387570522666,0.04887258092450788,353.69999999999993,397.1,419.4,361.9000000000003,419.4,387.50000000000017
-3.33263266689711,0.03569899767586083,347.4999999999997,387.9999999999999,410.2999999999999,368.50000000000006,410.2999999999999,387.6999999999997
-3.532737748154197,0.02922479611161636,357.20000000000016,383.80000000000035,406.0000000000001,371.80000000000035,405.9999999999997,387.7000000000006
-3.3503221666458094,0.035073052912694656,352.1000000000001,387.70000000000016,409.8999999999999,368.80000000000024,409.9000000000004,387.6999999999997
-3.3503221666458094,0.035073052912694656,349.0000000000002,387.70000000000016,409.8999999999999,368.80000000000024,409.89999999999947,387.6999999999997
-3.3503221666458094,0.035073052912694656,352.9,387.6999999999997,409.9000000000004,368.80000000000024,409.8999999999999,387.6999999999997
-3.7189471673576042,0.02425949559395913,350.8,380.60000000000025,402.7999999999996,374.5000000000003,402.80000000000007,387.80000000000035
-3.7189471673576042,0.02425949559395913,351.9000000000001,380.60000000000025,402.80000000000007,374.5000000000003,402.80000000000007,387.80000000000035
-3.7189471673576042,0.02425949559395913,351.1000000000002,380.59999999999985,402.79999999999916,374.4999999999994,402.80000000000047,387.7999999999995
-3.2782781164938135,0.03769310409565521,349.49999999999994,389.4000000000002,411.59999999999997,367.5000000000006,411.6000000000004,387.7000000000006
-3.2782781164938135,0.03769310409565521,356.2000000000003,389.4000000000002,411.6000000000004,367.4999999999997,411.5999999999995,387.6999999999997
-3.2782781164938135,0.03769310409565521,346.7000000000002,389.39999999999975,411.59999999999997,367.4999999999997,411.59999999999997,387.6999999999997
-3.2782781164938135,0.03769310409565521,350.40000000000003,389.4000000000002,411.59999999999997,367.5000000000006,411.6000000000004,387.6999999999997
-3.2782781164938135,0.03769310409565521,352.9999999999998,389.4000000000002,411.6000000000004,367.4999999999997,411.6000000000004,387.6999999999997
-3.2782781164938135,0.03769310409565521,353.50000000000034,389.4000000000002,411.59999999999997,367.4999999999997,411.59999999999997,387.6999999999997
-3.2782781164938135,0.03769310409565521,348.7,389.4000000000002,411.6000000000004,367.4999999999997,411.5999999999995,387.7000000000006
-3.2782781164938135,0.03769310409565521,352.9,389.4000000000002,411.6000000000004,367.4999999999997,411.6000000000004,387.6999999999997
-3.2782781164938135,0.03769310409565521,348.1000000000001,389.39999999999975,411.59999999999997,367.4999999999997,411.59999999999997,387.6999999999997
-3.2782781164938135,0.03769310409565521,351.9999999999999,389.39999999999975,411.59999999999997,367.4999999999997,411.5999999999995,387.6999999999997
-3.2782781164938135,0.03769310409565521,350.1000000000003,389.39999999999975,411.6000000000004,367.5000000000006,411.59999999999997,387.6999999999997
-3.2782781164938135,0.03769310409565521,351.1000000000002,389.39999999999975,411.5999999999995,367.5000000000006,411.5999999999995,387.7000000000006
-3.5140121503871917,0.02977720382915828,352.5999999999998,384.20000000000033,406.40000000000055,371.50000000000017,406.39999999999964,387.6999999999997
-3.5140121503871917,0.02977720382915828,351.9000000000001,384.20000000000033,406.4000000000001,371.50000000000017,406.4000000000001,387.6999999999997
-3.5140121503871917,0.02977720382915828,354.09999999999985,384.1999999999999,406.4000000000001,371.50000000000017,406.39999999999964,387.7000000000006
-3.5140121503871917,0.02977720382915828,351.5999999999999,384.1999999999999,406.39999999999964,371.50000000000017,406.4000000000001,387.6999999999997
-3.5140121503871917,0.02977720382915828,347.3000000000002,384.1999999999999,406.40000000000055,371.50000000000017,406.4000000000001,387.6999999999997
-3.7020403327858684,0.024673133675217625,353.20000000000016,380.90000000000003,403.10000000000025,374.2000000000001,403.0999999999998,387.7999999999995
-3.7020403327858684,0.024673133675217625,359.0,380.8999999999996,403.10000000000025,374.2000000000001,403.09999999999934,387.7999999999995
-3.7020403327858684,0.024673133675217625,358.9000000000002,380.8999999999996,403.0999999999998,374.2000000000001,403.10000000000025,387.80000000000035
-3.7020403327858684,0.024673133675217625,351.19999999999993,380.90000000000043,403.0999999999998,374.1999999999992,403.0999999999998,387.80000000000035
-3.7020403327858684,0.024673133675217625,350.19999999999965,380.90000000000003,403.0999999999998,374.2000000000001,403.10000000000025,387.80000000000035
-3.7020403327858684,0.024673133675217625,357.0000000000002,380.90000000000043,403.0999999999998,374.1000000000003,403.10000000000025,387.7999999999995
-3.7020403327858684,0.024673133675217625,351.5999999999999,380.8999999999996,403.10000000000025,374.09999999999945,403.0999999999998,387.80000000000035
-3.7020403327858684,0.024673133675217625,349.60000000000014,380.90000000000003,403.0999999999998,374.1000000000003,403.0999999999998,387.80000000000035
-3.7906558039027427,0.02258078842512528,352.30000000000007,379.60000000000036,401.69999999999993,375.4,401.69999999999993,387.7999999999995
-3.7906558039027427,0.02258078842512528,352.9,379.5999999999999,401.69999999999993,375.40000000000083,401.69999999999993,387.7999999999995
-3.3359044673087284,0.03558238854549286,351.50000000000017,387.90000000000015,410.2000000000001,368.50000000000006,410.1999999999997,387.7000000000006
-3.3359044673087284,0.03558238854549286,347.7999999999999,387.8999999999997,410.2000000000001,368.50000000000006,410.1999999999997,387.6999999999997
-3.7315418816814865,0.023955870228266393,354.09999999999985,380.39999999999986,402.6000000000001,374.6,402.5999999999996,387.80000000000035
-3.0067491474060923,0.04945217948296553,349.70000000000033,397.49999999999955,419.79999999999995,361.60000000000014,419.8000000000004,387.4999999999993
-3.0067491474060923,0.04945217948296553,353.29999999999995,397.49999999999994,419.79999999999995,361.60000000000014,419.79999999999995,387.50000000000017
-3.0067491474060923,0.04945217948296553,354.8,397.49999999999955,419.79999999999995,361.5999999999992,419.79999999999995,387.50000000000017
-2.9568115181405785,0.05198440453663373,347.9000000000001,399.2999999999998,421.59999999999974,360.40000000000026,421.6000000000002,387.4999999999993
-2.9568115181405785,0.05198440453663373,347.0,399.2999999999998,421.59999999999974,360.3999999999994,421.6000000000002,387.50000000000017
-3.089148995162394,0.045540693269083034,350.40000000000003,394.7999999999996,417.09999999999957,363.50000000000017,417.1,387.6000000000008
-3.089148995162394,0.045540693269083034,350.40000000000003,394.80000000000047,417.1,363.50000000000017,417.09999999999957,387.6000000000008
-3.089148995162394,0.045540693269083034,352.3999999999998,394.80000000000007,417.09999999999957,363.50000000000017,417.09999999999957,387.50000000000017
-3.089148995162394,0.045540693269083034,348.3999999999998,394.7999999999996,417.1000000000005,363.50000000000017,417.09999999999957,387.50000000000017
-3.882877240943241,0.020591493179153268,348.50000000000006,378.3000000000003,400.49999999999966,376.3999999999994,400.50000000000006,387.7999999999995
-3.447219033175289,0.031834042810366045,349.09999999999997,385.5000000000004,407.6999999999997,370.4000000000001,407.70000000000016,387.6999999999997
-2.9931783233800147,0.050127860714146044,352.7,398.0000000000001,420.29999999999967,361.29999999999995,420.3000000000001,387.4999999999993
-2.9931783233800147,0.050127860714146044,354.1000000000003,398.00000000000057,420.29999999999967,361.29999999999995,420.3000000000001,387.50000000000017
-3.7696652634703214,0.023059780946511448,348.9,379.8999999999997,402.0000000000001,375.0999999999998,402.0000000000001,387.80000000000035
-4.1211994518736565,0.016225041609363205,357.20000000000016,375.6999999999997,397.7999999999997,378.8,397.8000000000002,387.80000000000035
-4.455135796243824,0.011618741985978037,354.40000000000003,372.7999999999998,394.80000000000047,381.3000000000004,394.80000000000007,387.90000000000015
-4.455135796243824,0.011618741985978037,354.40000000000003,372.80000000000024,394.80000000000007,381.2999999999995,394.80000000000047,387.89999999999924
-4.455135796243824,0.011618741985978037,352.9,372.7999999999998,394.80000000000007,381.2999999999995,394.80000000000007,387.90000000000015
-5.665410538745644,0.0034637254872715317,351.5999999999999,368.00000000000034,390.0000000000001,386.0000000000001,390.0000000000001,387.9999999999999
-5.281804280199293,0.0050832509046891084,357.19999999999976,369.0000000000002,391.0,385.1000000000004,391.0,387.9999999999999
-5.695606089495535,0.003360699676957873,355.0,367.9000000000001,389.8999999999999,386.0999999999999,389.89999999999947,387.9999999999999
-6.305911374101552,0.0018254817136328047,353.8000000000001,367.1000000000002,389.1,386.8999999999998,389.1,387.9999999999999
-5.560075989175734,0.0038484839433763226,353.3999999999997,368.1999999999999,390.2000000000001,385.7999999999997,390.19999999999965,387.9999999999999
-5.047857662348257,0.0064230791213022,352.60000000000025,369.6999999999995,391.80000000000035,384.2999999999996,391.80000000000035,387.9999999999999
-3.422295552886694,0.03263742793877057,355.5999999999999,385.99999999999966,408.20000000000033,370.0000000000001,408.20000000000033,387.6999999999997
-3.422295552886694,0.03263742793877057,352.80000000000024,385.99999999999966,408.20000000000033,370.0000000000001,408.20000000000033,387.6999999999997
-3.422295552886694,0.03263742793877057,358.40000000000003,386.0000000000001,408.1999999999999,370.0000000000001,408.20000000000033,387.6999999999997
-3.8083512592069635,0.022184725682935287,352.9,379.2999999999997,401.39999999999975,375.60000000000036,401.4000000000002,387.7999999999995
-3.4938578605965254,0.03038343074030042,352.7999999999998,384.59999999999985,406.7999999999996,371.2,406.7999999999996,387.6999999999997
-3.611825883070645,0.027002498423081042,350.29999999999984,382.40000000000055,404.50000000000006,372.8999999999996,404.50000000000006,387.6999999999997
-3.611825883070645,0.027002498423081042,353.09999999999997,382.39999999999964,404.49999999999966,372.90000000000043,404.50000000000006,387.6999999999997
-2.949150174251933,0.05238420448351598,352.3999999999998,399.59999999999997,421.8999999999999,360.1999999999999,421.8999999999999,387.50000000000017
-2.9308806623671706,0.05335003408357623,360.30000000000007,400.29999999999967,422.6000000000001,359.7999999999999,422.5999999999996,387.50000000000017
-2.9308806623671706,0.05335003408357623,357.8000000000001,400.3000000000001,422.5999999999996,359.7999999999999,422.6000000000001,387.50000000000017
-3.9660077308875534,0.018948931564049837,356.7999999999998,377.3000000000004,399.3999999999995,377.29999999999995,399.4,387.7999999999995
-3.9660077308875534,0.018948931564049837,349.6999999999999,377.3000000000004,399.4,377.29999999999995,399.4,387.80000000000035
-3.586023433844483,0.027708295506766685,351.2999999999997,382.90000000000026,404.99999999999983,372.60000000000025,404.99999999999983,387.6999999999997
-3.586023433844483,0.027708295506766685,353.8000000000001,382.8999999999998,404.99999999999983,372.60000000000025,404.9999999999989,387.7000000000006
-4.136327826291481,0.015981430471414863,352.9,375.4999999999997,397.6000000000002,378.8999999999998,397.59999999999974,387.7999999999995
-4.599333712718095,0.01005853538664531,351.1000000000002,371.90000000000055,394.0000000000001,382.2000000000001,393.99999999999966,387.90000000000015
-3.389552738772267,0.03372375685587626,353.60000000000014,386.8,409.0000000000002,369.4999999999995,408.9999999999994,387.7000000000006
-3.389552738772267,0.03372375685587626,355.50000000000017,386.8,408.9999999999994,369.5000000000004,409.0000000000007,387.7000000000006
